movie,sentence,score
스파이더맨: 노 웨이 홈,"마블영화 별로 안좋아하는데, 가슴이 웅장했습니다.",10
탑건: 매버릭,영화 미쳤당  이런영화 다시나올수있을까~~,10
쓰리: 아직 끝나지 않았다,내가 영화 보는 눈이 없다보다. 어디서 긴장감을 느껴야하는지도 모르겠고.. 유수 영화제에서 극찬을 받았으나 난 이 영화를 보는 시간이 아까웠다.. 실제 연기자들인지 궁금할 정도로..,3
탑건: 매버릭,와... 진짜 이거는 와.. 와 먹어야겠다,10
탑건: 매버릭,아... 탐크루즈는 살아있는 전설이다. 영화도 불편한 구석 없이 흥미진진 감동 재미 그 자체!! 항공액션 대박!!! 존경합니다 모든 제작자분들 그리고 탐형,10
탑건: 매버릭,돈 띵 저스트 두 잇… 생각하지말고 걍 봐야함 지리는 영화,10
탑건: 매버릭,"명불허전 탐크루즈~~ 폭력성,선정성,잔혹성 제로~~영상미 뛰어나서 몰입도가 대단하네요.",10
탑건: 매버릭,"스토리 , 연출 하나 빠지는 거 없이 훌륭햇다... 완전 최고.. 안보면 후회할만한 영화이다",10
탑건: 매버릭,"너무 재밌음, 톰크루즈 짱",10
마녀(魔女) Part2. The Other One,마지막 10분 짜리만 보여주면 되는 영화...질질 끄는 동안의 시간이..따분해서 죽을뻔..히어로 물이라고 생각하며 감안해도...1편과 중복되는 소재에 지루함은 물론인데..웃으라고 짠 포인트의 개그코드들은 어쩜 하나같이 오그라들어서 보기 힘들었음...웃는 사람이 있을까싶음...,2
마녀(魔女) Part2. The Other One,기대를 너무했나봅니다,6
탑건: 매버릭,감동 쩌네요 말이 필요없음,10
탑건: 매버릭,"진짜 상상이상의 영화 , 이쯤이면 감동이다 싶었는데 한계을 몇번을 돌파하는지 모르겠어요",10
탑건: 매버릭,마지막 전투씬을 향한 여정. 잘따라오다보면 해일 일듯이 몰아치는 긴장감과 스릴을 즐길수있음. 헐리우드와 톰크루즈의 위대함을 다시한번 느낍니다.,9
탑건: 매버릭,꼭 꼭 꼭 보세요 이건 정말 명 작 입니다,10
탑건: 매버릭,전투기 공중씬 역대급 최고!,10
탑건: 매버릭,진짜 오랜만에 소름돋게 재밌는 영화봤네요톰크루즈 포레버,10
탑건: 매버릭,마지막 20분 동안 몰아침 와...,10
탑건: 매버릭,말이 필요 없다.. 전율 그 자체,10
닥터 스트레인지: 대혼돈의 멀티버스,주인공 완다 아닌가요?,8
탑건: 매버릭,재미있어요굿굿굿Good,10
탑건: 매버릭,영화들 중 상위 1%의 영화를 탑건이라 한다,10
탑건: 매버릭,개인적으로 엔드게임에서 느낀 전율 급,10
브로커,얼마나 지루하면 중간에 사람들이 계속 나감… 소극장이라 사람이 없는데도 이러면 ㅠ 나도 중간에 나옴ㅋㅋ 이 이야기를 잘 풀어냈으면 괜찮을 지도 모르겠는데 그냥 감동도 재미도 없었음,1
탑건: 매버릭,노래도 존나좋고 초반에 피아노치고 단체로 노래하는 부분이 너무 좋았음 미필인데 나도 공군 가고싶다,10
탑건: 매버릭,너무 재밌어요. 감동 재미 액션 다 있어요!!! ㅇ강추,10
탑건: 매버릭,그냥 닥치고 지금이라도 봐 15000원 줘도 안아깝다,10
탑건: 매버릭,1편보다 더 완벽한 후속작.탑건의 완벽한 귀환극장에 꼭 가야 하는 이유,10
탑건: 매버릭,탑건 2 꼭 보세요! 파일럿 영화중 젤 재밌었음,10
탑건: 매버릭,말이 필요없다. 그냥 개간지다. 남자의 심장을 진동시키네.,10
극장판 윌벤져스 : 수상한 캠핑 대소동,한국애니메이션에 미래가 밝네요^^좋은시간이였습니다.,10
탑건: 매버릭,존잼이다 진짜 역대급이었음,10
탑건: 매버릭,이게 영화아닙니까!!!,10
극장판 윌벤져스 : 수상한 캠핑 대소동,오랜만에  동심의 세계로 돌아갔네요즐겁게 잘봤습니다^^,10
탑건: 매버릭,누가봐도 재밌을 영화 스트레스 풀림,9
탑건: 매버릭,와  명작입니다저도 이런거 처음 쓰는데 진짜박수치고 싶었어요.몰입도 작품성 연기력  연출 다 만점 주고싶네요,10
탑건: 매버릭,이게 헐리우드 영화지...,10
범죄도시2,1편에 비해 악당이 카리스마가 없음. 1편과 차별화된 얘기도 없고.,1
버즈 라이트이어,고학년 남자아이 정도가 좋아요~ 저학년 여자아이들은 중간에 나갑니다~ 전체 스토리는 뭐~ 근데 디테일한 스토리는 완전 고구마~ 과도한 실수로 인해 웃긴게 아니라 짜증남~,4
탑건: 매버릭,1편보다 재미있는 2편 !! 1편에서는 비행씬에서 전투기가 누구꺼인지가 잘 구분이 안되는 장면들이 있었는데2편에서는 누구 비행기인지 다 보여서 신기했음;; 뭔 차이지??흠을 잡을 수 없었던 영화꼭 영화관의 화면과 사운드로 감상하시길,10
브로커,두번 보고싶은 영화,10
탑건: 매버릭,평점 구경만 하는데 만점 투척하고 감,10
탑건: 매버릭,너무너무 시원하다 모든 것이,9
마녀(魔女) Part2. The Other One,그냥 웹툰에서 인상깊었던 부분 따라 찍고 짜집기 한 느낌이었음.,1
범죄도시2,소문듣고 끝물타기 했는데 역시 마동석 액션!,10
극장판 윌벤져스 : 수상한 캠핑 대소동,코로나이후 오랜만에 아이들과 극장나들이했는데 윌벤져스보면서 아이들과 정말행복한시간보냈어요,10
피아니스트,지구에 사는 인간이라면 어느 국적에 살아도 자연을 지구를 이해할수있는 이야기,10
우스운게 딱! 좋아!,"처음 세편은 그렇게 우습지 않았지만, 마지막 편인 &amp;#39;귀신친구&amp;#39;가 너무 재밌음",8
탑건: 매버릭,"어릴적 토요명화로 봤던 탑건이었는데, 매우 멋지게 돌아왔다",10
탑건: 매버릭,지금 관람중인데 가슴이 웅장합니다! 창문씬 최고네요ㅋㅋ,10
밀양,다면체로서의 사랑을 은밀하게 보여준다,10
탑건: 매버릭,크아~ 근래에 봤던 영화중에 최고입니다.런타임 풀로 잘봤습니다. 톰 형 너무 멋짐,10
탑건: 매버릭,아니 왜 울컥하는데...!!!,10
이상한 나라의 수학자,아 아쉽네요. 용두사미같은 연출... 최민식 배우님의 연기가 좀 아깝습니다. 좋은 소잿거리를 제대로 써먹지 못한 느낌..,7
탑건: 매버릭,"정말 오랜만에 헐리웃영화 다운 영화가 나왔다!액션,로멘스,웃음,감동이 조화롭게 어우러진 80,90년대의 헐리웃영화와 함께한 세대라면 너무나 행복한 시간을 선사해줄 영화가 드디어 나왔다!추억의 음악 ‘Danger zone’도 두말할 필요없이 너무나 반갑고!보기도 말하기도 싫은 마블시리즈에 지친 나를 안정시켜준 영화! 굿굿굿! 탐형님 오래오래 함께해요~~",10
탑건: 매버릭,전설을 남기기 위한 전설.꼭 극장에서 보세요. 비행기 사운드 몸으로 느껴야합니다.,10
마녀(魔女) Part2. The Other One,와나 스토리가 왜이리 난잡하냐. 쓸데없는 캐릭는 어쩌냐,6
탑건: 매버릭,왜 톰형님 하는지 알겠습니다. 꼭 보세요.,10
탑건: 매버릭,ㅠㅠㅠ 간만에 진짜 어떻게 보면 뻔해도 너무 너무 잘 만든영화 !!! 심장 쫄깃,10
이상한 나라의 수학자,최민식 배우님 진심 너무 멋지시고 연기에 감동했어요,10
마녀(魔女) Part2. The Other One,와우 스토리 폭망 인데 3편 까지 밀고 갈 생각인듯 출연진 말곤 기억 나는건 욕 뿐인 영화 요즘 극장 가격도 장난 아닌데 이런 영화 하나 보고 나오면 주말 반나절을 그냥 날리 사기 당한 기분임,2
탑건: 매버릭,탐형 영화엔 감동이있다감동 재미 스토리모든게 완벽하면서탐형이 카와사키오도방구와 페니와 마지막에 마주하는 씬은 감동을 넘어서서 미쳤다고본다,10
탑건: 매버릭,내 인생 최고의 영감을 준 영화!! 고맙다. 용기를 내서 도전!!!,10
탑건: 매버릭,존잼어벤저스급입니다,10
마녀(魔女) Part2. The Other One,영화표값대비 만족감이 떨어집니다. 군인누사 이뻐,4
탑건: 매버릭,장르에 기대한 재미보다 더 재미있네요,10
브로커,연출이 아름다웠습니다. 비오는 장면으로 시작해서 세차씬 옥상에서의 대화씬 장면하나하나가 너무 이쁘고 대사도 인상 깊었습니다. 과하지 않고 담백한 연출이 좀 더 영화에 몰입하게 만들어줬습니다.,10
탑건: 매버릭,영화가 나에게 준 극한의 경험,9
악마는 사라지지 않는다,"이 영화 기대 이상이다. 그리고 2번 봐야 정확하게 감독이 의도한 연출을 이해할 수 있음!!첫 번째 교회에서 예배하는 미친 목사?와 사랑에 빠지는 여자, 그 여자와 미친목사 사이의 딸 또한 또 미친 목사에게... 이게 미국영화인데. 하는 이야기는 불교에 말하는 카르마, 인연의 과보를 그대로 말하고 있다. 기독교를 추종하지만, 불교의 교리를 담은 동서양의 절묘한 조화로운 이야기!!",10
범죄도시2,"누가 나오는지가 굉장히 중요포인트였던 영화...드라마에서 아쉬움을 영화로 채운느낌~~좋은영화도 때를 잘못만나 묻힐수있는데,범도2는 모든것이 딱들어맞음^^",10
탑건: 매버릭,진짜 재밌다 최고였음!,10
탑건: 매버릭,이건 뭐 말로는 표현 할 방법이 없네 봐야만 알수 있음,10
탑건: 매버릭,말이 필요없는 최고의 영화!!!,10
탑건: 매버릭,가슴 웅장해집니다 안보면 인생 후회급이고요 당장 영화관에 달려가십쇼,10
마녀,미친 호러물도 아니고 오피스 스릴러물도 더더욱 아니고 주인공이 마녀인것도 더더더더욱 아니고 대체 무슨영화인거임,1
탑건: 매버릭,영화 끝나고도 여운에 계속 눈물났어요.20대에게도 인생 최고의 영화였습니다.탑건1 보고간 게 신의 한수였어요,10
탑건: 매버릭,너무 재밌게 봤습니다-!,10
버즈 라이트이어,쌍둥이 패러독스를 멋지게 꼬아낸 수작이다. 본 편에 뿌려진 떡밥들이 다음편에서 어떻게 풀어져 나갈지 기대된다.,9
탑건: 매버릭,이딴게 9점 장난하나 클리셰범벅에 진짜 돈과 시간 아까웠다 진심으로 이게 재밌다고..?,1
탑건: 매버릭,진짜 간만에 돈 아깝지 않은 영화... 최고임,10
탑건: 매버릭,모든게 좋았다. 꼭 극장에서 볼 것,10
탑건: 매버릭,세번은 펑펑 운듯..스토리 액션 영상미 연기 ost무엇하나 빠지지는 않는 완벽한 비빔밥..ㅠㅠ,10
탑건: 매버릭,코로나 터지고 본영화 중에 제일 꿀잼이었다소름돋고 나도 모르게 입이 벌어짐 ㅋㅋㅋㅋ,10
탑건: 매버릭,아 제대로 지렸다 팬티챙겨갈걸..,10
브로커,평점 무엇. 난 너무 좋았는데….,10
탑건: 매버릭,진짜 재밌어요.. 이렇게 감동적인 영화는 오랜만이네요 눈물흘릴뻔 했습니다 네이버평점 개선되고 감동지수에 높음 체크한 영화는 이 영화가 거의 처음인 것 같네요. 1편을 꼭 보고 봐야 진정한 감동을 느낄 수 있습니다 넘 재밌었어요,10
탑건: 매버릭,톰 크루즈는 절대 안죽는다 ㅎㅎㅎ,8
탑건: 매버릭,진짜 영화를 오랜만에 봐서 기분이 너무나 좋았어요.,10
탑건: 매버릭,무엇을 상상하든 상상이상으로 재미있는 영화입니다,10
탑건: 매버릭,시청을 체험에 경지로 끌어올리다,10
탑건: 매버릭,두번 보고 싶은 영화 오랜만이었다,10
탑건: 매버릭,인생영화 등극입니다. 보는 내내 내가 왜 이걸 4D로 안보고 2D로 보는거지....라고생각하며 아쉬웠어요,10
이상한 나라의 수학자,저도 수학 잘하고 싶어용,8
이상한 나라의 수학자,난 너무 재밌는데요 딸이랑 한번 더 봐야겠어요^^,10
탑건: 매버릭,올해 최고의 영화같습니다!!  특히 후반부에 가슴에 울림은 제 인생 최고의 작품으로 기억될듯 합니다.,10
탑건: 매버릭,재밌대서 기대를 많이 했는데도 그 기대를 넘어서는 재미.  내가 전투기에 탄듯한 몰입감. 엔드게임 이후 최고의 오락액션영화 본듯,10
불도저에 탄 소녀,더불어민주당 이재명 얘기임. 영화별로.,2
마녀(魔女) Part2. The Other One,액션신이 좋습니다. 3탄 기대되네요.,10
탑건: 매버릭,방금 아이맥스로 보고왔는데 돈 안아까움 정말 잼있게봤음  최고임,10
탑건: 매버릭,미쳤다...밖에 안나오는 영화,10
탑건: 매버릭,1편을 보고 가시면 더 재미있습니다,10
탑건: 매버릭,말이 필요 없는 레전드입니다.,10
탑건: 매버릭,"영화평점 써보기는 아마? 첨이지 싶어요.영화관 꽉찼고, 너무너무 재밌어서 또 보러 가고싶어요 ㅠㅠ 진짜 재밋고, 스릴이 너무쎄서/온몸에 힘을주고 봤더니 좀 진빠지는? ㅋㅋ마지막에 나도모르게 박수쳤다는(챙피)",10
도가니,울기도 많이 울고 화도 많이 나고감정이 처음부터 끝까지 화가 난다진짜 나쁜 놈들 사람이 어떻게 그럴수있지싸이코패쓰 같은 놈들....대대손손 천벌 받아라,10
탑건: 매버릭,누가 더 훌륭한 파일럿이지?,10
탑건: 매버릭,이 영화는 꼭 봐야되는 영화!!! 재밌고 감동적이고 스릴 넘침!!!,10
탑건: 매버릭,탑건 1을 안보고 봤는데도 무지재밌네요.,10
탑건: 매버릭,인생 최고의 영화를 37살에 봤다,10
브로커,내가 준 별점10점은 배우를위해 준거임 절대로 영화를위해 준게 아님,10
탑건: 매버릭,말이 필요없다. 영화를 보고나면 60된 아저씨가 멋있어 보이는 기적이 일어난다.,10
그대가 조국,1010101010100110,1
탑건: 매버릭,탐 형의 열정이 느껴진 가슴이 뜨거워지는 영화였습니다.,10
탑건: 매버릭,이거? 영화를.  찢었네요!!  아니.  이런 영상미. 음향.  손에땀도 잘 안나는 내가..  이렇게 긴장감에 땀을!!!최고네요,10
탑건: 매버릭,토요일날 조조로 혼자 보고옴 최고에요!!,10
탑건: 매버릭,이런 파일럿 액션이 또 있을까 싶은 영화. 가기전 1편 다시보기와 1편 ost듣고 가세요. 맥스관 추천.,10
탑건: 매버릭,역시 믿고 보는 톰크루즈~멋져요~,8
탑건: 매버릭,관람 직후 2회차 예매를 생각하게 만드는 영화,10
탑건: 매버릭,그냥 최고다. 보면 안다.,10
탑건: 매버릭,보다 탈주함 노잼 뻔한클리셰,2
모어,ㅠㅠ 눙물이…꼭 보세효…,10
탑건: 매버릭,최고의 영화톰쿠르즈 짱짱,10
탑건: 매버릭,최고의 영화톰쿠르즈 짱짱,10
탑건,말해 뭐해~무조건 보면 다 생각이 같아짐~최고의 영화!!,10
범죄도시2,진짜 주먹에서 총소리 나가더라고요 ㅋㅋㅋㅋ,10
탑건: 매버릭,꼭 아이맥스에서 보세요!,10
범죄도시2,"존잼 다보고 아무런 불만,찝찝함 없었음 굿",10
탑건: 매버릭,2022년 최고의 영화!,10
범죄도시2,단 한 순간도 긴장감을 놓칠 수 없었다. 손석구가 너무 무서웠다... 도망가고 싶었다. 한 손으로 두 눈을 가리고 보았다. 대비가 필요했다.,10
마녀(魔女) Part2. The Other One,애매한영화 마녀1의 흥행은 전적으로 김다미 영향이 크네요...비슷한 연출 스토리라인인데 임팩트가 전혀없네요...뭔가 포인트들이 하나씩 이상한느낌...우정으로 봤지만 기대이하..3편이 나올지도 모르겠네요..,6
탑건: 매버릭,말이 필요없는 영화임시간가는줄모름,10
탑건: 매버릭,방금 보고나왔는데 핸들이 조종간으로 보입니다,10
탑건: 매버릭,평점 후기 보고 넘나 기대했는데 초반엔 지루해요너무 기대를 했나봐요 그래도 톰 아저씨는 멋있습니다^^,8
탑건: 매버릭,소개합니다! 저의 인생영화 탑건:매버릭 입니다!,10
탑건: 매버릭,꼭 아이맥스에서 보세요!!!,10
탑건: 매버릭,속편의 정석이자 진정한 팬을 위한 영화,10
탑건: 매버릭,21세기 최고의 블록버스터,10
탑건: 매버릭,최고의 영화라는 말 밖에 안나옴,10
탑건: 매버릭,진짜 존잼 ㅜㅠㅠㅠ 우리가 예상 가능한 스토리를 가장 재밌게 만들었어요 ㅜㅠㅜㅠ,10
범죄도시2,걍 너무 재밌음 극장에서 5번은 더 볼 수 있음 손석구 ㅅㄹㅎ,10
탑건: 매버릭,스토리 연출 영상미 ost 모든면에서 완벽한 영화이다올해 본것중 최고에오,10
탑건: 매버릭,역시 믿고보는 톰형입니다. 부모님 아내와 정말 재미있게 보고 왔습니다. 아이맥스 큰 화면에서 또보고 싶네요,10
탑건: 매버릭,명불허전 톰 형...130분이 30분처럼 느껴짐. 다시 한번 더 보고 싶은,10
코드네임 시세로,제작자와 감독과 주연밎 조연 배우님들 영화다운 영화 만들어줘서 감사 합니다,10
탑건: 매버릭,방금 보고왔습니다.호쾌한 비행 액션이었습니다.4DX로 볼껄...진짜 비행씬 놓치지 않으려고 오줌보 부여잡고 봤다.,10
기도하는 남자,눇놓고 보다가 마지막에 눈물 터짐. 매불쇼 보고 왔어요.,10
탑건: 매버릭,"인생 3대 영화, 아니 인생 1대 영화 등극",10
탑건: 매버릭,????????,8
탑건: 매버릭,다시없을 최고의 파일럿 영화,10
범죄도시2,1편보다 훨못하다...,4
탑건: 매버릭,미쳤다 처음으로 평점남김 마블영화때도 안남겨본 평점을,10
26년,그냥 킬탐용으로 볼만 할 지?도,1
탑건: 매버릭,탐형 이렇게 가슴 뛰는 영화를 선물해줘서고마워요~강추,10
자산어보,솔직히 이렇게 영화로 남겨주심에 감사할 뿐.. 자산어보 좋은 영화입니다,10
탑건: 매버릭,영화관에  가서   봐야하는  영화,10
탑건: 매버릭,시작부터 앤딩크레딧까지.. 어떤표현이어울릴까ㅠ,10
맨 온 파이어,언제봐도 계속보게되는 연기력 영상미,10
탑건: 매버릭,사실 영화보고 싶어서 걍 1위인거 봤는데 1위는 다 이유가 있구나.. 싶었음. 진짜 너무 재밌음ㅠㅜ,10
탑건: 매버릭,"Thank you for your service, Maverick!!",10
탑건: 매버릭,쩔어 말잇못 가슴 두근거리는 영화,10
브로커,"댓 진짜 안다는데, 지금 보다가 지루해서 밖에 나옴. 졸려 뒤지겄네진짜",1
마녀(魔女) Part2. The Other One,다음편이 기대됩니다.,10
마녀(魔女) Part2. The Other One,확실히  마녀 시리즈 재밋게 잘봤어요 ....마지막 30분 액션 굿 입니다 ..3편도 넘 기대 됩니다 ....,10
마녀(魔女) Part2. The Other One,최악,1
탑건: 매버릭,올해 최고의 영화입니다,10
탑건: 매버릭,역시 톰크루즈~!연기력이나 내용이나너무나 멋진 영화였어요^^,10
탑건: 매버릭,오늘 아내랑 직관했는데   재밌다고  칭찬 받았네요.    다시 티비로도  나오면  또 볼듯 합니다.,10
탑건: 매버릭,역시는 역시나 영화관에서 꼭 봐야할 영화,10
탑건: 매버릭,말이 필요없습니다 영화관에서 꼭 보시길,10
야차,재미 있던데.,8
탑건: 매버릭,내 인생 최고의영화! 감동적입니다,10
탑건,지루 그 자체 시간 아깝다 톰형은 미션 임파서블만 찍길!,1
탑건: 매버릭,탐크루즈 레전드 이래서 천조국 천조국 하나보다 ㄷㄷ,10
탑건: 매버릭,영화보는 내내 몰입했다. 톰크루즈만이 할수 있는 연기 30년이란 세월이 흘렸는데도 그대로.. 역쉬,10
마녀(魔女) Part2. The Other One,이게 뭐임?보다가 항마력 딸려서 힘들었다중국보다 못한 액션씬과 CG 그리고 폭발적인 발연기의 조합가슴이 웅장해진다,1
범죄도시2,짱 재미있습니다~,10
탑건: 매버릭,진짜 2022년 최고의 작품!내 생애 가슴을 뛰게한 작품 최고임!!!,10
혹성탈출: 진화의 시작,인간이 오히려 짐승 같아 보이는 영화,8
탑건: 매버릭,찾았다 내 인생영화 이거 꼭 보세요 돈이 하나도 안 아까움 이거 안 보면 후회한다 진짜,10
마녀(魔女) Part2. The Other One,후기 안 믿길 잘함 재밌음. 다만거지같은 코믹씬 좀 뺐으면.어리둥절BGM 좀 뺐으면.,8
마녀(魔女) Part2. The Other One,딴 거 모르겠고 김다미가 확 살린듯,10
탑건: 매버릭,초반 조금 지루후반부 잼남톰크루즈 늙어가는게 아쉬움ㅠㅠ오빠늙지마여…,8
탑건: 매버릭,두 번째 봤어요 여전히 감동,10
버즈 라이트이어,결과가 좋아 인정받은 당당한 무책임. 독이 된 픽사의 계몽 강박. 그래도 그럭저럭 즐거운 눈.,6
탑건: 매버릭,원작을 뛰어넘는 탑건 매버릭,10
탑건: 매버릭,영화관에서 꼭 보시길 ㅎㅎ,10
범죄도시2,OST가 너무 좋아서 눈물이 났어요감동 100점!,8
이상한 나라의 수학자,"하.. 많은걸 바란건 아닌데.. 갈수록 몰입도 떨어지고 그냥 최민식 배우님이 머리채 끌고 가는 영화. 진짜 배우끼리 이렇게 안섞일수가 있나 웹드라마 본 적은 없는데, 최민식 주연의 웹드라고 느낄 정도의 스토리와 연출",4
탑건: 매버릭,지리네요..역시 탐형 멋져요,10
탑건: 매버릭,간만에 재미있게 본 영화입니다.,10
그대가 조국,대한민국 검찰을 악마로 만들어버려  검수완박까지 이루고 적화통일 완성의 시나리오를 조금씩 조금씩 이루어가며  모든 대중들에게 세뇌시키는듯한 느낌이 강하다.김정은 북한대장한테  딸들을 바치고 싶다면 열심히  대한민국 말살정책에 동참하면 될듯하다.,1
효자,마음이 따뜻해지는 영화네요.  무한한 어머니의 자식에대한 사랑.  끝이 없네요.  진짜 잘 만든 영화 !!!,10
탑건: 매버릭,오랜만에 진짜 멋진 영화 봤습니다. 갓벽,10
탑건: 매버릭,"속편의 정석, 전설의 귀환, 전투기 액션신은 가히 역대급",10
탑건: 매버릭,올해 최고의 영화.올드팬과 새로 접하는 팬 모두 납득할..유려한 영상미와 화려한 액션씬. 나이든 톰크루즈 형님과 젊은세대와의 갈등과 화합,10
탑건: 매버릭,명작,10
마녀(魔女) Part2. The Other One,재미없다고 보지말라는 말 듣고 확인하러 감. 피칠갑에 욕 아니면 대사가 없는 최하급 영화. 도대체 뭘보여주려고 만든건지...,2
탑건: 매버릭,비행기 좋아하시는분 보세요,4
이상한 나라의 수학자,신선한 소재 지루하지 않은 괜찮은 영화,9
탑건: 매버릭,"1,000,000,000,000,000,000,000,000점은 없나여",10
탑건: 매버릭,전투기로 불가능한 액션을 보여준 톰크루즈  형님에게 찬사를 보냅니다? 멋져 멋져!,9
마녀(魔女) Part2. The Other One,재미없다고 했는데 재밌어요. 볼만합니다.,10
탑건: 매버릭,"올해 본 영화 중 단연 최고, 영화도 영화지만톰크루즈의 30년간의 매력과 열정이 보여서뭉클해지는 영화",10
탑건: 매버릭,웅장한 스케일에 감동이었어요~꼭 극장에서 보길 추천드립니다.톰크루즈 짱!,8
브로크백 마운틴,"미루고 미적거리다 오늘에서야 본,  자연처럼 말없이 말해주는 영화.",8
극장판 윌벤져스 : 수상한 캠핑 대소동,"웬만하면 평점 안남기는데 윌리엄이랑 벤의 캐릭터가 아깝습니다… 전체관람가 맞나 싶을 정도로 단어, 구성 너무 폭력적이에요. 이런 영화를 고른게 아이한테 너무 미안했습니다 “죽여버리겠다” “젠장” “빌어먹을” 이라는 단어들 서슴치 않게 나옵니다. 구지 이렇게 만들었어야하는 영화에요…  부모님들 잘 선택해서 보세요….",2
탑건: 매버릭,전투기액션보고나니 분노의질주는 이제 시시해,10
탑건: 매버릭,보는내내 심장이 뛰어서 죽는줄알았어요 톰아저씨 사랑해요ㅎㅎ,10
링 - 라센,머리 나쁜 애들은 이해 못하는 영화,10
마녀(魔女) Part2. The Other One,재밌구만 왜 별점 테러하냐들. 나는 한 번 더 보고 싶드만. 마녀1이랑 이어졌으면 좋았겠지만 리뷰보고 완전 갈아 엎었다길래 기대 안 하고 가서 그런지 나름 재밌게 보고 왔음. 마녀3도 나오면 영화관으로 꼭 보러 갈거임.,10
탑건: 매버릭,요근래 최고의 영화! 숨 참으면서 봤어요,10
어벤져스: 엔드게임,3000만큼 사랑해 토니,10
이별의 아침에 약속의 꽃을 장식하자,이별의 아침에 약속의 꽃을 장식하자,7
러시 아워 3,에펠탑 씬 만으로 충분!,7
탑건: 매버릭,벌써 세번 봤습니다 자고일어나면 그 감동이 사라져서 또채울려면 또봐야되요,10
탑건: 매버릭,음악부터 좋음...,8
쥬라기 월드: 도미니언,쥬라기 월드 아님 메뚜기 월드임,1
탑건: 매버릭,마녀2 보고 이틀 뒤에 매버릭을 봤는데 정말 비교되더라 ㅋㅋㅋㅋ 킬링타임을 제대로 보여주고 눈뽕도 제대로 정의함. *중국에서 개봉 안된게 천만다행이더라. 진짜 항모 가지고 있는 나라들은 이제 넘쳐나는 1급 지원자들로 기뻐할듯,10
탑건: 매버릭,탑건 1을 중2 겨울때 크리스마스 이브날 본것 같은데 그때의 감동과 전율의 딱 3배쯤 되는것 같음,10
니얼굴,"매력만점의 은혜씨~! 우블에서 펑펑 울게 한 장본인이었는데 니얼굴 역시 큰 감동을 주네요. 멋지게 전시도 하고 아티스트가 된 모습, 너무 감동이었어요. 쾌활하고 자존감이 늘 넘치는 은혜씨 모습에 배울게 많다고 느꼈습니다!",10
탑건: 매버릭,"주변 사람들의 평가를 듣고 기대치가 한껏 높아진 상태에서 봤는데도, 그 기대를 실망시키지 않는 명작이었습니다.",10
이끼,"박해일 얼굴에 일단 백점 ㅎ와 근데.. 영화 미쳤어요 몰입감 대박,,진짜 재밌어요.. 흔한 영화가 절대 아님명품 연기 잘 봤습니다 배우분들",10
탑건: 매버릭,탐크루즈는 사랑 입니다.탑건 : 매버릭 영화는 저의 인생에 선물같은 영화 입니다. 자고 일어나서도 여운이 맴돌아 바로 영화관을 방문하여 또 다시 관람하였어요. 조화로운 흐름과 절대적인 긴장감 속의 멋지고 근사한 결과에 이어지는 미소가 저에게는 감격 그자체의 감동이었습니다.,10
그대가 조국,상영내내 입술을 악 다물었더니 어금니가 아프다. 나도 조국이다.,10
탑건: 매버릭,인트로 부터 스토리 라인 그리고 마지막 몰아치는 액션 장면 까지 놓칠 장면이 하나 없는 영화.천호 아이맥스에서 봐서 감동이 배가 됐습니다.N회차 달립니다~~!! 톰 형 늙지마요,10
실종,이정도면 브로커보단 볼만하지,8
탑건: 매버릭,10점주려고 평점씀 완벽한 톰크루즈의 액션,10
마녀(魔女) Part2. The Other One,평점 너무 낮아서 기대 안했는데너무 너무 재밌고 연기 넘 잘하고 중간 중간에 웃김 포인트 있어서 웃고 잘 봤어요 ㅋㅋㅋ전 재밌게 잘 봤어요,10
마녀(魔女) Part2. The Other One,진짜 노잼 내시간 너무 아깝다 진짜 3편 나오면 절대로 안본다 진짜로 와 열받아,1
극장판 윌벤져스 : 수상한 캠핑 대소동,어른들끼리 봤는데 재밌었어요!  순수함으로 힐링했어요 ㅎㅎ 다만 완전 애기들이 보기에는 조금 무서울 것 같아요. 초등학생 정도가 딱 좋을 것 같네요~ 한국 애니메이션이 더욱 더 발전하기를 기원합니다~~,10
탈주자,어릴 적 영화 탈주자랑 유니버셜 솔져 1편으로 장 끌로드 반담이란 배우를 처음 보게 됐지. 지금 봐도 명작이다. 영웅이란게 이런 것. 영웅이라서 하는 말인데 이연걸의 영웅도 볼만하지ㅋㅋㅋ,10
탑건: 매버릭,재미있고스틸있ㅇㄷㅁ,10
탑건: 매버릭,멋짐의 끝을 보여줌!!!!,10
탑건: 매버릭,4DX로 보고 지금 아이맥스로 한번 더 보러갑니다~~~♡♡♡,10
탑건: 매버릭,보는내내 춥더라 소름이 계속 돋아서…,10
탑건: 매버릭,세계 영화계의 탑건 톰 크루즈,10
탑건: 매버릭,최고의 영화! 톰형님 최고!,10
탑건: 매버릭,2편보고 1편 찾아본거면 말 다함,10
탑건: 매버릭,1편 보고 보면 감동도 두 배~ 간만에 감동적이고 재밌는 영화봤네요!!,10
마녀(魔女) Part2. The Other One,1부터 본사람으로써 한국 액션 성장 많이 한거 같아요...재밌어요!!!!김다미 존재감 대박이었고 3만 또 기다립니다~~~,10
탑건: 매버릭,진짜 개꿀잼이고 너무 재미있게 봤어!!!3도 나오면 좋겠다~,10
탑건: 매버릭,"완벽한 속편 , 아이맥스는 진리",10
이상한 나라의 수학자,힐링하고 갑니다 증명완료,10
탑건: 매버릭,웅장이 가슴해진다..하 ㅠ,10
