movie,sentence,score
오펀: 천사의 비밀,하찮은 남성들의 향연 연기로써는 훌륭할진 몰라도..,6
라이프 오브 파이,메타포 영화의 끝판왕 그저 고립은 없다.,9
세븐틴 파워 오브 러브 : 더 무비,나 아무래도 세븐티 힛 발라드ver 들으러 갈듯 ㅇㅇ 그리고 크인럽 도입부 전원우 ㅈㄴ 잘생김,10
음식남녀,전개도 이해안가고 인물들의 행동도 쌩뚱맞아서 공감도 안되었다,2
유다 그리고 블랙 메시아,빌 오닐 연기가 더 좋았는데.. 수상 불발된거 아쉽다,8
연애 빠진 로맨스,근래 본 최고의 로맨스 영화다..30대 이상은 충분히 공감하고 현실적인 영화.,10
니 부모 얼굴이 보고 싶다,결말이 시원하게 안끝난것같긴 하지만 존잼,10
신비한 동물들과 덤블도어의 비밀,조엔 롤링 여사 감 다 떨어짐,4
퍼펙트맨,간만에 잼있게봤습니다,10
야차,스토리 없이 개연성 없이 반일만 집어넣으면 물고 빨던 시대는 지났다.,1
베놈 2: 렛 데어 비 카니지,명작에다 왜 대충만들었다하는지?ㅋㅋ 너무 재밌고 첨에는 톰하디 이상하게보였는데지금 미남ㅋㅋ,10
과속스캔들,최고입니다 5번도 더봤어요,10
칼리포니아,각본의 완성도를 떠나서 특유의 분위기때문에 몰입이 되었던 독특한 영화,10
모럴센스,너무 재밌게 봤어요~~서현이는 색다른 신선한 매력을 보여주었어요. 케미도 좋고,10
울고 싶은 나는 고양이 가면을 쓴다,"청소년기의 감성을 잘표현해서그런지 감동이 좀 컸던거같음 , 널좋아하니까 나좀봐줘의 구애로 시작되는 판타지이야기 라는 흐름도 보기 이상하진않았다고 생각함",9
아웃브레이크,극장씬 소름돋음 마스크 계속써야지 근데 줄거리 뭐냐 처음부터 끝까지 내용을 다 적어놨네 어이없;;,8
신비한 동물들과 덤블도어의 비밀,게이들의 사랑에서 시작된 막말 대잔치. 역겹고 토나옴,1
공기살인,잊지않았음좋겠습니다,10
버블,"일단 연출면이나 작화 파쿠르의 소재가 신선한점에선 높게평가해주고싶음,하지만 확실히 뭔가 영화에 깊게빠지고싶어서 이야기들을 이해하려고 한다면 재미나 감동이 확빠질수있음.그만큼 이야기가 어물쩡하게 넘어가서 아쉽다는느낌을 받는다. 그냥 금요일에 일하고 씻고와서 간간한 음식몇개 들고 먹으면서 보기엔 좋은듯",9
뜨거운 피,역시 조폭은 부산이라능. 칭찬 아님!,4
말모이,우리글과 우리말을 위해 식민지 시대에희생하신 모든분들께진심으로 감사드립니다,10
안시성,전투씬을 정말 잘 만들었네요,8
시카리오: 데이 오브 솔다도,"1만큼은 아니었지만, 긴장감 있었고 볼만했다.델 토로 눈빛 ㄷㄷ 쩌는듯",8
니 부모 얼굴이 보고 싶다,많은 생각을 하게 만든 영화였다. 설경구 연기도 너무 좋았다 최고 ㅠㅠ,10
니 부모 얼굴이 보고 싶다,"하.. 이 작품 ㄹㅇ 뭔가 기억에 계속 남는게 그냥 학원물이 아니라 좀 더 흥미를 더해주고 배우들의 내적갈등 연기가 리얼하게 잘 해내줬습니다..,! 진짜 많은 분들이 봐주셨으면 좋겠어요",10
특송,박소담 송새벽 연기 와~~ 진짜 대박영화!!,10
극장판 귀멸의 칼날: 무한열차편,뭐 하나 빠질게 없이 최고였다.영화가 끝난 후에도 가시지 않는 여운.,10
신비한 동물들과 덤블도어의 비밀,스토리를 중요하게 생각하지 않는다고 생각하면 볼만 하다고 생각하는데 스토리를 중요하게 생각하는 사람이라면 이건 좀... 할 수 있음,5
유감스러운 도시,말도 안되는 코스프레가 현실 속에서 왔다갔다 하는 킬링타임용 3류영화,2
니 부모 얼굴이 보고 싶다,영화를 너무 베베꼬았다.,4
야차,와 이정도면 최민수의 테러리스트가 더 박진감 넘치겠다.,2
최종병기 활,진짜 아직도 너무 재미있다,10
신비한 동물들과 덤블도어의 비밀,마법 전투씬이 좋았어요 다만 스토리는 조금 아쉽네요,8
앵커,간만에 무서운 영화 잘 봤습니다.공포는 아니고 스릴러네요.,8
시동,그냥 재밌었어요. 배우들 연기는 좋아요,9
해적: 도깨비 깃발,김남길이랑 손예진 성대모사 코스프레 한점이 망한 포인트인듯,4
스파이더맨: 노 웨이 홈,지금까지 본 영화 중 두 번째로 좋고 감동적이고 슬프며 위대한 영화다.첫번째는 엔드게임,10
이상한 나라의 수학자,"다들 수학얘기가 아닌 얘기 때문에 뻔했다, 지루했다 해서 기대치 낮추고 봐서 그런지 모르겠는데 재밌게 봤어요. 수학을 못하던 학생이 북한 수학 천재 만나서 수학에 흥미 갖게 된 거나, 북한 수학 천재의 과거 같은 거도 뻔했더라도 개연성이 없는 거도 아니어서 저는 재밌게 봤습니다. 다들 연기를 잘 해서 몰입해서 잘 봤습니다!",10
신비한 동물들과 덤블도어의 비밀,최악!!! 몰입도 없고 무슨내용인지도 모르겠다. 스토리 개연성없고 거지같고. 참고참고 보다 뛰쳐나옴!!! 시간아까움.,2
콩쥐팥쥐,지금 당장 보고 싶은 영화입니다,10
극장판 주술회전 0,진짜 눈물 다 빼고 온 영화.. 어떻게 이렇게 멋진작품이 같은 사람의 머리에서 나올 수 있는지 모르겠다…주술회전 1기를 다 보고 엄청 기대를하고 가서 실망할 수도 있다고 생각했는데 진짜 기대를 넘어서 정말 미친영화다.. 진짜 ost부터가 그냥 너무 미쳤어 진짜 하..다 너무 잘생겼고.. 진짜 액션신이 어떻게 애니보다 고퀄일 수가 있는거야??? ㅠㅠㅠ 진짜 처음 극장판내는 거라 그런가?ㅠ 진짜 모든걸 갈아서 넣은 작품…,10
마담 싸이코,싸이코 아줌마 연기 정말 잘한다,9
분노의 질주: 더 얼티메이트,GOAT. 역대 최고 명작인듯. 불멸의 브라이언 오코너,10
애덤 프로젝트,&amp;#39;백 투 더 퓨처&amp;#39;의 감성에서 &amp;#39;프리퀀시&amp;#39;의 감동으로 터치하는 따뜻한 SF 가족 힐링무비,6
불도저에 탄 소녀,김혜윤 연기 진짜 잘하네,6
불도저에 탄 소녀,페이로더가 타고 싶은 영화! 군대에서 작동해봤던 중장비의 향수가 느껴짐~^^,9
인천상륙작전,진세연 진심 발암 덩어리네,10
이터널스,마블영화중 제일 노잼인 영화,1
스텔라,이딴게 영화라니 ㅜㅜ 본 시간이 너무 아깝 ㅜㅜ,1
롤플레이,신인일수록 인정 받는 게 에로배우라는데 닳지 않은 신입급 여배우의 육체를 즐길 수 있는 것만으로도 시간이 아깝지 않다.,10
리틀 포레스트,"아래 어느분이 *무공해한 영화* 라고 표현하셨던데, 정말 딱 맞는 말~!",9
그것만이 내 세상,"이 영화로 박정민 배우 연기를 처음 봤는데, 그 이후로 이 배우 영화 찾아서 보게 되었어요. 보석같은 배우. 그 외 주연배우들 연기는 말해 무엇.. 베테랑 배우들 사이에서 절대 뒤지지 않았던 박정민 배우 대단해요. 정말 천재적인 노력파!",10
시카리오: 암살자의 도시,긴장감 10000% 인생영화 나옴,10
폭격,전쟁은 절대 일어나선 안된다,10
세븐틴 파워 오브 러브 : 더 무비,평캐다짐하겟습니다..눈물줄줄,10
스텔라,겁난다. 일반시민들 겁나서  사채 안쎠요.한국에 나쁜ㄴ들이 많은데 왜 아이의 아빠가  욕심부려 사채쎠서  대출빛 못갚는다고 아빠죽이면  이나라 쓰레기이지. 아빠가 욕심부리지 않아야했다돈빛어떻게 갚냐,2
베놈 2: 렛 데어 비 카니지,만들다가 제작비 부족해서 미완성 상태로 개봉한 느낌... 영화관가서 돈주고 봤으면 돈 좀 아까울순 있습니다 넷플에서 나왔길래 봤는데베놈시리즈는 항상 뭔가 부족해서 아쉽습니다.,6
더 킹,영화가 아니고 다큐이고 진실이며 역사다.,10
신비한 동물들과 덤블도어의 비밀,낮은 평점에 기대 안하고 봤는데 너무 재미있었어요 ^^,10
야차,킬링타임 그이상 그이하도 아님,1
내 여자친구를 소개합니다,나의 첫사랑과 처음으로 같이 봤던 추억의  영화,10
인사동 스캔들,2009년 영화라고는 믿기지 않는 쌈마이함과 시대를 퇴행한 싼맛 연출,3
신비한 동물들과 덤블도어의 비밀,생각보다 되게 재밌었음,10
코코,명작. 가족간 사랑은 변화지않는 진실.,10
앵커,너무 많은 걸 담으려고 한듯개연성도 많이 떨어지고요,6
공기살인,"민지 아빠라는 것에 한번 울컥,, 마지막에 시위할 때 한번 더 울컥..재미있었고 실화 내용이라니 더 슬퍼요ㅜㅜ",10
수퍼 소닉2,첫번째에는 아주 재미있게 봤음. 등장인물들도 귀엽고 다 좋은데 두번째 볼때는 너무 지루했던것 같음.,8
니 부모 얼굴이 보고 싶다,재미있게 봤습니다. 뻔히 예상되는 결말인줄 알았는데 다시 한번 반전이...,8
문폴,우주영화를 개같이 만들면 문폴 꼬라지가 난다는걸 잘 보여줬다연출-개 영상미-개 아역들-발암 미니우주선으로 일당 100을 해버리는 거에서 에라이 아이디어 드럽게 없구나 했음,1
시카리오: 데이 오브 솔다도,전작이 엄청난 명작이라 그렇지 이 정도면 고퀄 영화 맞다,8
조제,꿋꿋하게 살아가는 조제를 보았을 때. 영석은 동정 아닌 &amp;#34;사랑 &amp;#34; 을 맘 속 깊은 곳에서 아프게 느꼈으리라..,10
더 배트맨,원작의 고담시티를 잘 표현한 배트맨!!,7
언차티드,무난한 오락영화 좋은데요,8
석양의 무법자,볼만하긴한데 한번봐선 스토리 이해하기 어렵고 불필요하게 산만한데도 많아요.,8
워크래프트: 전쟁의 서막,"아니 근데 농담이 아니라 너무 기대를 안하고 봐서 그런가, 괜찮은데 왜 이렇게까지 망했지..",9
수퍼 소닉2,아이들이 재미있어해요~~,8
신비한 동물들과 덤블도어의 비밀,리죄명나옴. 그린델왈든이 리죄명으로 딱임,6
코다,올해본 인생영화. 소장해서 언젠간 다시 볼영화..,10
로스트 시티,배우들 연기는 좋으나 스토리가 좀 유치해요,5
다세포 소녀,1점도 아까운 점수입니다.,1
서울괴담,나만 재미있었나봐 재밌게 봤는데 마네킹이 제일 무서웠네요,10
서울괴담,나름 재밌게 봤습니다 ㅎㅎ,10
공기살인,"2011년이면 나도 한참 학생으로 활동할 나인데.. 왜 이제서야 알았지..? 슬프고, 배우 연기들이ㅜ너무 좋았어요",10
FBI 데스트랩,말로 하는 액션 ㅋㅋ,2
서울괴담,차라리 10부작 웹드라마였으면 어땟을까 생각함 아이돌 보러가거나 공포영화 데이트용으로는 무난한듯 이민혁 사랑해,10
야차,킬링타임 오락영화용으로 나쁘지않았는데- 5점대 평점받을 정도는 아닌것같음- 재밌게봤어요!!,10
뮤지컬 킹키부츠 라이브,"완전 좋았어요! 모든 연령대에 추천합니다.나 자신을, 그리고 타인을 있는 그대로 받아들여라.. 가 이 극의 메시지예요.마지막 노래 나올때는 신나서 막 박수치고싶었고, 그러면서 가사는 울컥해서 눈물도 났어요.",10
B컷,중간에 차가 바뀌넼ㅋㅎㅗ롤룰루,9
서울괴담,갑자기 분위기 좀비 영화,1
맨 오브 스틸,평점이 너무 낮다....,10
마스크,"아들이랑 넷플로 영화 초중반쯤 보다가, 아빠 이 영화 언제 영화냐고 묻기에 영화 보이는 느낌대로 대강 2010년쯤 이라고 대답함. 검색해보니 1994년 제작? 헐~~~ 짐캐리 대단!",8
미드소마,공포도 없고 재미도 없고 그냥 기분만 더럽게 만드는 영화,1
니 부모 얼굴이 보고 싶다,원작이 있어 그런지 스토리 전개가 무리가 없고 간만에극장에서 본게 돈 아깝지 않은 영화였음,8
신비한 동물들과 덤블도어의 비밀,"해리포터, 신비한 동물사전 시리즈 다 안보면 이해 전혀 안갈듯 이 영화를 처음으로 보는 사람들도 계실텐데 그 사람들 존중해줘서 이해 가게 만들었음 좋았을듯, 하지만 모든 시리즈를 4번 이상 본 나에게는 넘나 재미있었음",5
니 부모 얼굴이 보고 싶다,너무 현실적인 얘기라 보는 내내 너무 찝찝하고 마음이 불편했어요..   요즘 세상은 내 아이 낳아서 키우기 정말 무서운 세상이네요..,8
불도저에 탄 소녀,증거 뺏기는 것도 계약하는 것도.. 어쩜그리 허술하게 하고. 속에서 울화통이 치밀어오른다,7
서울괴담,..10자 채우겠습니다,3
세븐 데이즈,지선시네마에 낚여서 간만에 보는 졸작오프닝만 봐도 바로 한숨나오는 이상한 편집과 연출,5
내가 처음으로 사랑한 소녀,사실 학교를 나가기 전까지 먼저 용기를 낸 것도 마음을 전한 것도 실비아였다 타이밍이 지독하게 안 맞아서 서로가 상처받았던 사랑,10
신비한 동물들과 덤블도어의 비밀,"코미디 영화인줄, 간만에 재미있게 웃었네요",9
너의 결혼식,재미있게 잘 봤습니다~,10
공기살인,좀 아쉬움이 남네요.이 어마어마한 사건을 이정도의 영화가 담기엔 그릇이 작은건지 아니면 재료가 부족한건지... 더 잘 만들었다면 이 세계적으로 유래가 없는 국가적 기업적 살인사건을 더 잘 알릴수 있지 않았을까.... 아쉽습니다,6
봄날,"시골에서 살던때 어른들말투억양, 충청도식 애매한화법 이런거 정말 많이 느꼈었는데 묘사를 진짜 잘한 연출임 그리고 손현주 연기 대다나다.",8
서울괴담,무서우면서도 재미있었어요,10
세븐틴 파워 오브 러브 : 더 무비,평캐를 다짐하게 해준다는 말 이거 ㄹㅇ임,10
니 부모 얼굴이 보고 싶다,와... 진짜 시간 가는 줄 모르고 봤음 결말 보고 진짜... 어쩔 수 없나봄,10
하피,누가봐도 경비가 범인  어색하고 쳐자고 있음이 영화를 보고  불치병이 완치되길,2
니 부모 얼굴이 보고 싶다,예상되는 흐름이지만 배우들의 캐릭터가 살아있어서 좋다,7
유체이탈자,유제이탈자는 핫도그다ㅋㅋ,5
불도저에 탄 소녀,시작할 때부터 &amp;#39;개빡친&amp;#39; 얼굴을 한 김혜윤의 연기하나만으로도 이 영화는 시원하다. 불도저처럼 끝까지 밀고 나가는 그녀의 모습을 절로 응원하게 된다.,8
불도저에 탄 소녀,다 좋았는데.. 구영환이를 그렇게 놔두고 영화를 끝내면 안되지.. 뭐 선거 후보 라며 그런 놈이... 권선징악이 안되서 아쉬웠다,8
스텔라,너무너무 재밌어용!!!,10
신비한 동물들과 그린델왈드의 범죄,두시간 정도 마법 세계 잘 다녀옴. 호그와트 보는데 왜 내가 다 반갑고 난리. 호그와트 졸업생인줄.,10
니 부모 얼굴이 보고 싶다,"다시금 고찰하게 만드는 영화. 명품 연기와 반전의 반전, 지루하지 않고 몰입해서 봤다",9
뮤지컬 킹키부츠 라이브,Ost가 정말 좋았다 그리고 연기도 좋음,10
데스티니,우와 ㄷㄷ 존잼 짖쩌 너뮤 재미있다!,10
사랑과 영혼,90년대 영화가 최고지? !,10
서울괴담,후기가 너무 안 좋던데 난 생각보다 재밌었음,10
야차,리얼리티가 없음. 저게 말이 되냐는 어이를 찾게됩니다.,1
앵커,초반의 긴장감과 공포영화를 연상시키는 연출들이 좋았으나 중반부이후로 황당할정도로 무너지는 영화 결말은 그냥 실소밖에 안나온다.,1
더 컨트랙터,작은 스케일은 아쉽지만 크리스파인의 매력으로 커버,6
니 부모 얼굴이 보고 싶다,영화의 반전이 너무 재밌다,10
알 포인트,국내공포영화중에 최고 수작,10
카센타,박용우라 기대를 많이했음ㅋㅋ,4
서울괴담,진짜 너무 재미있었읍니다. 친구들끼리 보러 가기 강추~^^ 꼭 ㅎㅎ 보세요!!,10
앵커,간만에 만족스러운 한국영화..! 감독 장편 데뷔작인데 앞으로의 작품이 기대되네요... 천우희 이혜영 배우 연기도 너무 좋았어요,10
니 부모 얼굴이 보고 싶다,"배우들 연기가 좋았습니다~! 문소리 배우 분량 적어서 아쉽,,,",10
오늘,오래전에 본 영화인데도 문득 생활속에서 한번씩 생각납니다. 살면서 잊혀지지 않는 영화 중 하나네요,10
앵커,스릴러도 공포도 아닌것이... 나름의 반전(?)정도는 괜찮으나;;정말 노잼임 그냥 나중에 넷플같은곳에서 무료로 보는게 좋아보임,2
니 부모 얼굴이 보고 싶다,흔한 클리셰들로 뼈대를 세워놓고선 살을 붙이지 못한 영화. 어중간한 떡밥 회수와 보는 내내 어째서? 라는 의문이 들 정도로 스토리 진행이 어색했음.,6
데스티니,진쨔 잼써♡ ㄹㅇㅋㅋ  아니 ㄹㅇ 액션 존잼이야,10
스텔라,"...개인적으로 한국영화는 더 좋게 보려고 하는 경향이 있지만 이건..배우분들께는 죄송하지만, 코로나 팬데믹 기간 2년반동안 개봉한 한국영화 중 최악이었습니다.",2
콩가네,완죤 개 웃기는 영화~한국 코미디 영화 중 탑~하도 웃어서 입 아프다~,10
신비한 동물들과 덤블도어의 비밀,롤링이 해리포터라는 작품을 어디까지 망쳐놓을건지 보여주는것같네..,2
더 배트맨,배트맨 특유의 어두움에서 이야기하는게 잘 드러남,10
그랜드 부다페스트 호텔,시청각적으로 거의 최고치로 만족스럽고 스토리도 감독님 특유의 기발하고 독특한 스토리라인인 듯! 명작:),10
문라이즈 킹덤,정말 레전드라고 불리는 영화에는 이유가 있음! 너무 귀엽고 아름다운 영화.,10
판타스틱 Mr. 폭스,웨스 앤더슨 감독님은 어떻게 애니메이션까지 잘 만들 수 있지… 너무 재밌음:),10
해리 포터와 혼혈 왕자,"데이빗예이츠가 메가폰을 잡은 이후로 해리포터 영화는 볼 가치가 사라짐. 감동의 역량차이가 너무 크다. 1-2편의 크리스콜럼버스, 3편의 알폰소 쿠아론에 비해 데이빗 예이츠는 해리포터 세계관과 분위기를 제대로 못살리고 스토리도 엉망으로 짜서 소설책 팬들에게는 너무나 절망적인 영화만 만들어냄. 소설 불사조기사단과 혼혈왕자는 시리즈중 가장 긴장감 넘치고 핵심적인파트인데 영화를 이따위로... 더군다나 최근 신비한 동물 사전 시리즈만 봐도 그의 능력부족이 현저하게 드러남.",4
공기살인,재밌었고 슬펐어요 ㅜ 피해자분들이 호통치시는 장면이 너무 슬펐음 ㅜㅠ,10
열대왕사,졸지에 죽음의 태풍을 몰고 온 남자. 스토리는 다소 아쉽지만 찝찝함의 표현만큼은 일품,6
내부고발자들: 월급쟁이의 전쟁,영화라과장한면도있겠지만  저게현실,8
슬리퍼스,"인생이란 참 길고도  가혹하리만치 힘든 여정이며, 결승점까지 도달한다는게 얼마나  대단한 일인지 일깨워주는 서사시 같은 영화.",10
서울괴담,역대 최악의 영화인듯 하..,2
야차,역도산vs최배달역도산 승,6
데자뷰,"어설픈 과학, 어색한 로맨스?",1
스텔라,인터 스텔라 입니까?안본사람 입니다 봐도 무방한지요?,2
중경삼림,처음엔 몰랐는데 찾아보면 숨겨진 의미가 ㅇ놀라움,8
언차티드,전문용어로 그냥 X같은 영화임.,1
비포 선라이즈,"솔직히 재밌고 그런 영화는 아닌 것 같아요 하지만 마지막 30분정도는 감정선이 끝에 다르면서 뭔가 막,, 끌어오르는? 확실한건 마지막에 약속하며 각자의 행선지로 가고 둘이 지났던 비엔나의 길을 비쳐줄땐 오래된 연인과 헤어질때 느끼던 상실감이 느껴졌어요 저는..",7
니 부모 얼굴이 보고 싶다,진짜 개짜증나고 개재밌어요,10
언차티드,쓰잘데기 없는 농담의 대사들과 겉멋만 든 말투 영화 보는 내내 불편함.. 하나도 안멋지고 하나도 안 웃긴데 계속 드립침 미국 카우보이식 농담이라기엔 너무나 유치한… 번역가가 잘못인지 원래 대사가 그런지 쓰레기~ 인디아나존슨처럼 중간 중간 유머코드 대사친다고 하지만 하나도 공감안감 스파이더맨의 고딩들의 인디아나 존슨 찍으려다 망한거 같은 영화…,2
뷰티 인사이드,멋진 배우들로 포장 된 뷰티 아웃사이드,5
빽 투 더 퓨쳐 2,정상수가좋아해서평점1점이노이기,1
모비우스,그냥 아주 특별한 건 없는데 정석적이구 괜찮았어요.,8
"틱, 틱... 붐!",질풍노도 처럼 달려가는 청춘을 위한 불꽃처럼 아름다운 2시간,8
니 부모 얼굴이 보고 싶다,"소재만 보일 뿐 영화적 매력이 정말 없다. 배우들의 연기조차 돋보이지 않고 늘 비슷하게 만들어낸 드라마같은데, 솔직히 요즘 드라마가 훨씬 재미있고 기다려진다. 중반에 너무 졸립고, 특별한 성찰도 재미도 블랙유머도 없는 배우 앞세워 그럴싸하게 진지한 영화 만들고 싶었으나 역부족이었다.",4
니 부모 얼굴이 보고 싶다,goo0000ddd,10
스윙키즈,왜 망했지 ㅠ 진짜 재밌어용,10
특송,재밌네요..,9
더 배트맨,왜 긴지 이해불가... 길지만 않았어도 ㅠㅠ,7
루이스 웨인: 사랑을 그린 고양이 화가,모르던걸 알게되지만 외로운 영화. 편안함을 위해 선택했지만 나올땐 우울했다. 영화에서라도 행복하게 그려 줬었으면 좋았겠지만. 그래서 내가 쿠엔틴 타란티노를 좋아 하나보다.,7
뜨거운 피,기대하지 않고 봤으나 배우들 연기나 스토리 괜찮고  끝에는 뭉클하네요,10
패신저스,이영화를 최근에서야 봤는데 남자주인공 얼굴 보자마자 사고칠 줄 알았다..,8
니 부모 얼굴이 보고 싶다,"신선한 소재, 주인공의 내적 가치 변화가 좋았다 다만 아쉬운건 스토리상 선생님의 출연이 무슨 의미가 있나 싶을정도로 지루한부분이였다. 이 사람은 어떤 인생을 살아왔는지도 모르는데 다른사람들은 다 이기적이고 왜 이 선생혼자서만 남을 위해 희생하는가?",8
원더 우먼 - TV 시리즈,"어릴때는 팔찌와 밧줄때문에 린다 누님의 몸매를 못봤었군요,,인자는 음란마귀가 씌인 나이라 ㅎ",10
니 부모 얼굴이 보고 싶다,설경구와 설경구 아들 ..연기 너무 잘함다들 연기 너무 잘하고ㅠㅠ 갠적으로 엄청 재밌게봄,10
패왕별희 디 오리지널,장국영이라 좋았다..,9
스텔라,기냥 명절영화 급은 되는 것 같은데?,6
신비한 동물들과 덤블도어의 비밀,2편보다 훨씬 낫긴 한데 결국 후속작이란 한계에서 벗어날 수가 없네,4
수퍼 소닉2,생각보다 유치뽕짝하긴 해도 캐릭터물이니까,10
내가 처음으로 사랑한 소녀,세상에 이런 순정파 주인공 또 없음.,9
앰뷸런스,과도한 액션과 밍밍한 스토리가 멀미를 일으킨다,6
몬스터 아카데미,11살이 봐도 무섭다네요.,2
신비한 동물들과 덤블도어의 비밀,영상미가 예뻤고 연출도 나쁘지 않았지만 스토리가  극 후반에 루즈해져서 아쉬웠다만 대체적으로 재미있게봤다. 먼지모를 아쉬움이 남는 영화,5
니 부모 얼굴이 보고 싶다,영화를 보는 내내 머리를 쥐어뜯었다그들은 너무나 뻔뻔하게 당당했고피해자의 마지막은 본교 학생이 아닌 외부인그게 현실이었다 무언가에 얻어맞은 듯한 기분...,10
스파이더맨: 노 웨이 홈,"너무 기대하고 본게 함정, 신기한건 타 스파이더맨들의 주연이 나이 들어감에 따라 아쉬웠던 반면에 톰홀랜드 젠데이아는 오히려 갈수록 더 멋져지네",7
이상한 나라의 수학자,시간남아돌지않는이상안보는걸루,6
삼국-무영자,평점이 8점대 맞추기 위해서,10
베놈 2: 렛 데어 비 카니지,쿠키영상이 제일 기억에 남았다. 이번작은 실망이지만 다음작은 기대가 되는 이유였다.,6
로스트 시티,보지마세요.인생 최악의 영화,2
앵커,천우희 배우 응원합니다..,8
이상한 나라의 수학자,여인의향기 너무베낀것같음ㅡㅡ 강당씬은 예상가능했음,2
굿 윌 헌팅,말이 필요없는 최고의 배우들 최고의 영화,10
베놈 2: 렛 데어 비 카니지,넷플로 보고있는데 왜 망했는지 알겠다...,1
앵커,"블랙스완과 유사한 스토리라는 점은 새로운 작품 구성에 있어 조금은 아쉬운 점이라 할 수 있으나배우들의 연기력이 최근 본 영화 중 가장 몰입력 뛰어났다. 혼자 심야영화 보는 걸 좋아하는데영화가 끝나고 아무 말도 못할 것 같은 생각이 들어 집 가는 내내 멍하게 최면 걸린  것, 머리에 망치 한대 맞은 것 같은 신기한 기분을 오랜만에 느끼게 해준 영화이다.",10
친구2,"혹평에 안보다가 이제 봤는데, 여전히 최고다",10
특송,애하나 죽으면 끝날일을 감정적인 여자 하나가 그거 하나 살리려다 너무 많이 죽었음.,2
애드 아스트라,좀 별로네요 ^^ 볼거리가 많은것도 아니고..특별한 스토리가 있는것도 아니고..감동이 있는것도 아니고..외계인은 없다는 설정도 마음에 안들고.. 그냥 한번은 나름 재미있게 볼수있는 수준인데 그 이상은 아닌듯 ^^,6
마이클 잭슨의 디스 이즈 잇,얼마나 공을 들여서 준비했는지 여실히 보여주는 내용이었다. 그래서 더 마음이 아픈 것 같다.,9
로스트 시티,그저 배우들의 매력을 느낄 수 있어서 좋았던 영화,7
니 부모 얼굴이 보고 싶다,마음이 아프네요…ㅜ,8
더 배트맨,놀란의 배트맨을 이길 배트맨은 없딘,4
신비한 동물들과 덤블도어의 비밀,대부분 시리즈는 1편이 제일 재밌다는 것의 예시,5
앵커,천우희가 엄마인 전개는 다른영화에서 많이봐서 식상했으나 연기력으로 커버가 잘되었음천우희 배우가 그 배역에 찰떡이 아니라 묘하게 계속 거슬렸다 특히 헤어컷이 별로안어울렸음 ..전체적으로는 지루하지않게 잘 전개되었다,8
서유기 2 - 선리기연,작중 대사처럼 내 감동또한 1만년이 된 작품,10
스텔라,이게 재미없다고?차암놔 볼만하구먼사람들이 왜이래?,10
판도라,허허 탈원전 하궤습뉘다 쩝쩝.,2
그것만이 내 세상,예상가능한 연출이지만 병헌이형이 카바했다.,9
갈증,"애처로워, 인간의 &amp;#39;악&amp;#39;.",8
더 배트맨,"어둠과 우울의 배트맨을 그리는데 로버트패틴슨 캐스팅은 좋았는데, 감독이   어둠이라는 화두에 집착하고 뭔가 보여줘야 한다는 강박 때문에 그런지 마지막씬에서는 아이돌 가수가 배트맨 복장으로 나오는 겉보기만 그럴듯한 스토리 쇼를 보는 듯 했음. 폴다노스런 말 많고 정신 나간 빌런 스타일은 이제는 식상",3
시월애,2000년 개봉시 흥행실패. 평론가들의 혹평까지 쏟아져..하지만 난 이 작품이 나의 인생영화요.한국예술의 자랑이 되리라 믿었고. 바램대로 이루어졌다. 이현승에 경배를! 이정재.전지현에 감사를..,10
니 부모 얼굴이 보고 싶다,"중간 중간 허술한 부분이 많지만, 지루하지는 않았어요",6
스텔라,그냥저냥 볼만한데~ 평점이 너무 낮아 10점 줌,10
오아시스,"강간미화가 아니라, 종두의 어설프고 부족한 사랑 방식이 아닐까…",10
마법 관리국과 비밀요원들,재미있어요 시간이 순식간에 갑니다^^,10
신비한 동물들과 덤블도어의 비밀,간만에 간 영화관. 간만에 숙면 취하고 나왔습니다.,4
수퍼 소닉2,괜히 본듯함 ㄹㅇ...,4
신비한 동물들과 덤블도어의 비밀,몇년만에 처음으로 영화보다 너무 지루해서 화장실 갔다옴ㅋㅋㅋ진짜 너무너무너무너무 몰입도 안되고 산만하고 스토리도 이해가 잘 안됨... 진짜 내 시간과 돈이 아까웠음 최근 몇년중 최악의 극장영화인듯,2
신비한 동물들과 덤블도어의 비밀,1편을 안 봐서 그런가 좀 지루하네요,2
천녀유혼,100세까지 살아도 기억에 남을듯,10
수퍼 소닉2,소닉 세계관을 안다면 훨씬 더 재밌어요. 향수 자극하니 어른이 봐도 꽤 괜찮은 수준급 SF라고 생각합니다.,10
부기나이트,물음표?만 남는 영화. 뭘 이야기하고픈 건지 .그냥 인생을 헛되게 살지말자??,5
이별의 아침에 약속의 꽃을 장식하자,다시 새로운 이별을 만나기 위해.,9
뜨거운 피,마 재밋네 회나한접시무러간다,10
중경삼림,고평가된 쓰레기 영화. 비윤리적이고 맥락마저 없다.,1
봄날,배우들 연기  너무 좋았어요주연.조연.단역분들까지 연기가 너무 좋았네요,10
로스트 시티,스토리가 없다. 시간을 날릴 수 있는 영화,3
장르만 로맨스,상처받는게 취미고 극복하는게 특기,8
신비한 동물들과 덤블도어의 비밀,전개가 너무 형편없다. 저렇게 가볍게 깨질 충정이었으면 애초 왜 따라나섰나?,5
